rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year
24,Carnegie Mellon University,74.3,61.6,74.9,92,53,59.3,11885,13.1,0.35,2015
25,National University of Singapore,73.3,72,78.1,66,53.4,94.9,31592,15.5,0.34,2015
26,University of Washington,73.2,64.5,68.9,95,44.7,47.9,44020,11.8,0.13,2015
27,Georgia Institute of Technology,72.8,62.5,71.2,85.8,72.3,68.9,19967,20.1,0.26,2015
28,University of Texas at Austin,72.3,64.3,72,91.5,58.1,33.1,49427,17.4,0.09,2015
29,LMU Munich,71.9,65.1,69.1,83,100,56.4,35691,15.5,0.13,2015
29,University of Illinois at Urbana-Champaign,71.9,67.7,79,77.8,51.7,43.9,42727,18.7,0.20,2015
29,University of Wisconsin-Madison,71.9,67.7,71.3,87.7,53.3,33.6,39655,10.8,0.11,2015
32,University of British Columbia,71.8,60.5,69,85.3,40.1,84.8,50152,17.6,0.25,2015
33,University of Melbourne,71.2,60.4,70.9,80.6,61.2,81.3,40128,23.7,0.35,2015
34,London School of Economics and Political Science,70.9,65.4,74.2,71.3,40.6,87.4,,,,2015
34,École Polytechnique Fédérale de Lausanne,70.9,54.7,56.9,95,61.9,98.8,9666,10.5,0.54,2015
36,University of Edinburgh,70.4,58.9,62.9,88.3,41.2,84.3,25774,14.1,0.36,2015
37,"University of California, Santa Barbara",70,49.4,61.4,99.2,87.1,64.3,22020,27.3,0.11,2015
38,New York University,69.9,68.3,62.4,89.5,30.2,41.2,42056,6.8,0.19,2015
39,McGill University,69.6,63.3,69.9,76,38.6,79,31326,13.7,0.23,2015
40,King’s College London,69.4,55.6,62.3,88.3,39,87,21394,11.4,0.37,2015
41,"University of California, San Diego",68.6,52,66.6,96.4,54.2,37,27233,6.5,0.11,2015
42,Washington University in St Louis,67.8,57.6,55.2,97.1,-,46.5,12528,5.7,0.17,2015
43,University of Hong Kong,67.5,62.1,72.6,65.1,56,81.9,19835,17.6,0.38,2015
44,Karolinska Institute,66.8,57.1,68,76.8,65.5,60.6,7774,11.5,0.22,2015
45,Australian National University,66.5,53.7,70.9,71.1,38.9,91.3,14604,19.2,0.35,2015
46,University of Minnesota,65.9,59.9,64.7,82.9,-,33.8,46825,18,0.13,2015
46,University of North Carolina at Chapel Hill,65.9,57.9,58.6,91,40.5,35.3,26518,7.3,0.08,2015
48,Peking University,65.2,70,61.9,63.7,100,53.7,40148,8.3,0.14,2015
49,Tsinghua University,65.1,64.1,68.3,65,99.7,44.6,39763,13.7,0.10,2015
50,Seoul National University,64.8,75.5,77.1,48.7,86.3,30.3,26389,13.9,0.10,2015
51,Hong Kong University of Science and Technology,64.7,51.8,66.8,72.9,57.6,77.8,11385,23.8,0.36,2015
52,Korea Advanced Institute of Science and Technology (KAIST),64.5,63.5,63.2,71.4,100,34.9,9027,10,0.09,2015
52,University of Manchester,64.5,58.1,58.7,74.3,39.4,82,34938,15.3,0.34,2015
54,Brown University,64.1,55.5,54.2,92,32.7,37,8653,10.1,0.19,2015
55,KU Leuven,63.7,53,63.6,71.8,99.9,62.3,42503,41.9,0.18,2015
55,"University of California, Davis",63.7,54.4,59.7,80.4,55.4,52.9,35364,13.9,0.13,2015
57,Boston University,63.6,56.4,46.7,94.4,30.3,47.8,24789,8.6,0.17,2015
58,Pennsylvania State University,62.9,54.6,64.8,76,60.4,37.4,44501,12.4,0.12,2015
59,Kyoto University,62.8,70.4,68.4,57,73.3,29,22809,5.6,0.07,2015
60,University of Sydney,62.7,52.8,60.8,69,67.3,83.6,41868,20.2,0.28,2015
61,Nanyang Technological University,62.2,43.9,55.9,75.9,100,92.5,25028,16.2,0.33,2015
61,École Polytechnique,62.2,50.5,47.1,79.9,76.8,94.5,2429,4.8,0.30,2015
63,Scuola Normale Superiore di Pisa,61.9,48.2,46,96.4,40.1,50.1,462,16.5,0.05,2015
64,Leiden University,61.3,45,58.2,82.3,47.3,59.5,21222,17.1,0.10,2015
65,The University of Queensland,61.2,45.8,58.4,74.2,66.2,80.4,34718,32.7,0.27,2015
66,Pohang University of Science and Technology,61.1,52.7,49.3,84.4,100,36,3055,10.1,0.04,2015
67,University of Göttingen,61,46.9,48,92.3,32.8,53.9,25581,25.6,0.12,2015
68,Ohio State University,60.7,54,51.1,80.4,46.8,51.5,51462,13.4,0.12,2015
69,Rice University,59.8,41.7,37.1,99.9,34.6,70.8,6333,9,0.26,2015
70,Heidelberg University,59.6,52.6,45.4,81.4,41.6,63.1,28881,24.5,0.17,2015
71,Delft University of Technology,59.2,55.5,71.4,42.6,100,77.9,15920,19.4,0.25,2015
72,Erasmus University Rotterdam,59.1,39.8,53.7,82.3,54.4,66.2,20580,18.9,0.18,2015
73,Wageningen University and Research Center,59,44.3,46.8,77.5,100,78.7,9248,17,0.21,2015
74,University of Bristol,58.9,43.7,44.7,85.1,42.1,76.6,17906,14,0.25,2015
75,University of Basel,58.4,41.2,41.1,81.4,97.7,91.2,12551,17.3,0.24,2015
75,University of Southern California,58.4,55.2,44.6,81.3,34.4,42.7,36534,12.9,0.20,2015
77,University of Amsterdam,58.2,42,55.4,76.6,56.7,60.5,24570,14.4,0.11,2015
78,École Normale Supérieure,58.1,48.7,36.2,84.8,39.4,81.9,2400,7.9,0.20,2015
79,Utrecht University,58,38.2,54.8,80,84.1,52.9,30779,15.4,0.07,2015
80,Humboldt University of Berlin,57.9,51.9,52.6,71.9,31.9,55.7,29987,52.5,0.16,2015
81,Free University of Berlin,57.6,49.4,58,67.6,33.5,56.6,33062,39.3,0.20,2015
82,Michigan State University,57.3,51.1,49.4,74,31.7,55,44750,15.7,0.15,2015
83,Durham University,56.9,37.2,40.7,88.9,34.8,80.4,15489,15.7,0.24,2015
83,Monash University,56.9,43.7,54.4,65.7,73.4,79.6,50882,40.5,0.36,2015
85,Middle East Technical University,56.6,45.5,36.9,92,55.2,38.7,25779,22.2,0.07,2015
86,University of Arizona,56.5,44.9,51.4,74,99.6,38.8,36429,12.7,0.08,2015
86,University of Notre Dame,56.5,43.3,38.5,90,-,51.4,11829,13.8,0.10,2015
88,Tufts University,56.4,43.6,33.9,92.9,58.7,51.1,10410,10,0.14,2015
88,"University of California, Irvine",56.4,39.5,41.7,89.5,40,56.1,26614,16.1,0.16,2015
90,Ghent University,56.2,42.5,51.6,73.8,85.3,49.1,32166,34.1,0.09,2015
91,University of Massachusetts,56.1,44.8,49.1,78.7,52.8,40.3,56959,13,0.11,2015
91,University of Pittsburgh,56.1,45.2,46.3,84.4,38.5,32.2,26485,5.8,0.10,2015
93,Emory University,55.5,49,32.4,89.5,42.3,42.9,12338,4.5,0.18,2015
94,McMaster University,55.3,38.1,43.2,78.8,85,69.4,23823,19.3,0.15,2015
94,University of Glasgow,55.3,37,40.5,83.7,39.9,78.8,22616,16,0.29,2015
96,Vanderbilt University,55.2,46,38.2,87.7,59.4,28.3,12161,3.6,0.10,2015
97,University of Colorado Boulder,55.1,35,38.3,97.4,-,39.1,29325,16.1,0.08,2015
98,Stockholm University,54.6,30.1,45,90.9,32.4,53.2,31715,23.7,0.08,2015
98,Technical University of Munich,54.6,45.6,37.4,78.8,49,64,35565,31.5,0.20,2015
98,Uppsala University,54.6,40.2,53,70.9,39.6,57.5,25266,18.2,0.12,2015
101,Maastricht University,54.3,32.4,48.1,70.1,96.1,89.7,15626,18.9,0.48,2015
102,Purdue University,54,47.8,50.5,62.2,-,64.3,39256,18.1,0.22,2015
103,Pierre and Marie Curie University,53.9,47.3,30,83.3,33.4,64.7,27862,8.7,0.18,2015
103,University of Helsinki,53.9,37.5,48.1,79,31.5,49.7,23505,15.1,0.06,2015
103,University of Warwick,53.9,41.1,45.8,68.2,35.6,85.7,18529,16.6,0.37,2015
103,University of Zurich,53.9,40.2,33.1,81.4,40.1,86.9,26583,6.5,0.19,2015
107,Queen Mary University of London,53.8,32.4,32.9,88.9,37.1,88.6,14260,14,0.40,2015
107,University of Geneva,53.8,34.5,37.2,78.2,65.1,96.8,15668,15,0.39,2015
109,"University of California, Santa Cruz",53.7,30.6,31.9,100,33.8,54.6,17404,22.7,0.01,2015
109,University of New South Wales,53.7,41.1,51.9,61.1,47.8,83.5,38309,25.9,0.33,2015
111,University of St Andrews,53.6,35.7,35.9,81.4,39.8,90.5,8338,12.7,0.47,2015
111,University of Sussex,53.6,31.9,30.4,92.8,31.2,83.6,12001,17.4,0.35,2015
113,University of Montreal,53.4,43.8,44.4,62.9,91.8,76.7,38264,20.3,0.25,2015
113,University of Tübingen,53.4,41.5,44.7,74,54.7,53,28327,38.9,0.12,2015
113,University of York,53.4,32.2,33.8,90.5,32.2,75,,,,2015
116,Case Western Reserve University,53.2,46.5,37.4,82.9,-,34.4,9259,6.4,0.17,2015
117,University of Groningen,53.1,36.9,50.8,68.1,88.9,56.1,24556,25.6,0.12,2015
118,"Royal Holloway, University of London",53,29.1,22.4,98.9,32.8,94.4,8747,15.9,0.37,2015
119,Lund University,52.9,32.6,48.5,74.9,32.6,70.1,28251,11.5,0.15,2015
120,Paris-Sud University,52.8,37.3,33.1,87.7,28.9,62.7,27603,15,0.17,2015
121,Technical University of Denmark,52.7,39.9,28.2,79.6,98.6,79.7,9990,5,0.18,2015
121,University of Rochester,52.7,41.9,29.2,87.7,36.4,55.5,9390,4.5,0.26,2015
121,University of Sheffield,52.7,40,39.1,74.3,43.8,74.8,23311,15.5,0.31,2015
124,University of Alberta,52.6,43.8,47.1,61.8,51.8,73.4,36299,21.6,0.23,2015
124,University of Cape Town,52.6,26.8,35.3,86.6,88,76.7,20040,12.1,0.18,2015
126,Boston College,52.5,32.4,29.1,95.9,46.5,54.6,13216,17.4,0.19,2015
126,KTH Royal Institute of Technology,52.5,45.7,44.8,55.1,100,84,12062,14.6,0.21,2015
126,University of Florida,52.5,49.8,52.1,62.2,-,32.2,50095,18.7,0.09,2015
129,Chinese University of Hong Kong,52.4,43.9,53.5,57.8,42.8,64,17916,10.2,0.22,2015
130,University of Virginia,52.1,48.7,35.9,76.9,49.8,31.8,23845,10.2,0.12,2015
131,Lancaster University,52,35.4,36.1,78,34.1,84.7,11512,14.9,0.33,2015
132,University of Bern,51.9,42,36.9,70.1,47.4,80.7,14708,22.5,0.14,2015
132,"University of Maryland, College Park",51.9,36.5,39.1,83.6,33.2,44.8,31331,8.4,0.09,2015
132,University of Southampton,51.9,35.2,34.1,79.7,38.9,82.4,20925,13.5,0.29,2015
135,TU Dresden,51.6,39.8,42,70.8,99.5,44.7,35487,37.4,0.12,2015
136,University of Lausanne,51.4,29.4,39.9,76.5,50.9,85.1,11964,13.1,0.22,2015
136,VU University Amsterdam,51.4,35.5,43.2,74.9,60,50.6,23280,16.3,0.06,2015
138,Trinity College Dublin,51.2,39.4,30.3,77.6,30.6,83.9,15521,18,0.25,2015
139,Boğaziçi University,51.1,28.5,27.6,96.8,47.7,54.1,11506,25,0.07,2015
140,Radboud University Nijmegen,51,30.5,46.7,73.9,42.8,61.6,17713,13,0.10,2015
141,Colorado School of Mines,50.9,26.1,26.7,97.1,79.4,52.6,5287,18.2,0.12,2015
141,Texas A&M University,50.9,46.2,51.9,55.1,49.6,49.1,50657,21.4,0.09,2015
141,Tokyo Institute of Technology,50.9,53.5,52.9,48.1,69.4,37,9586,7.3,0.13,2015
144,Eindhoven University of Technology,50.5,38.3,47.1,57.3,99.9,69,8176,16,0.14,2015
144,"Rutgers, the State University of New Jersey",50.5,40.5,45.3,71,35.2,34.3,37032,17.3,0.08,2015
146,University of Leeds,50.4,39.4,39.1,69.3,39.4,67.6,27703,14.7,0.21,2015
147,Brandeis University,50.3,25.8,29.1,95.3,43.9,54.7,5495,12.6,0.22,2015
148,Sungkyunkwan University (SKKU),50.2,48.1,50.2,51.7,98.5,35.8,24365,20.3,0.09,2015
148,University of Birmingham,50.2,42.8,39.8,62.7,36,75.8,25295,16.4,0.23,2015
150,Indiana University,50.1,46.5,35.1,73.1,-,37.1,62468,13.6,0.13,2015
150,"University of California, Riverside",50.1,29.4,27.5,91.5,39.5,61.6,20626,22,0.12,2015
152,Dartmouth College,50,38.3,35.4,80.4,49.1,33.1,6178,6.6,0.16,2015
153,Aarhus University,49.9,30.9,47.5,66.5,59.8,66.3,23895,13.6,0.14,2015
154,University of Exeter,49.7,32,32.7,78,35.8,79.8,17755,18.8,0.28,2015
155,National Taiwan University,49.3,48.8,57.3,47.7,43.8,27.5,31891,11.9,0.07,2015
156,RWTH Aachen University,49.2,39,29.9,75,69.8,56.8,37917,27.6,0.16,2015
157,Osaka University,49.1,51.3,48,51.1,73.6,29.1,23144,7.8,0.09,2015
157,University of Liverpool,49.1,31.3,33.2,76.2,40,79.5,18815,13.6,0.30,2015
157,University of Western Australia,49.1,36.3,38.1,62.2,63.3,87.3,20851,20.7,0.27,2015
160,University of Copenhagen,49,34,34.4,73.5,44.4,71.8,27545,4.1,0.19,2015
160,École Normale Supérieure de Lyon,49,38.1,33.8,73,29.3,64.4,2218,8,0.14,2015
162,University of Utah,48.6,38.8,36.5,75,58.1,27.5,25674,16.9,0.09,2015
163,University of Freiburg,48.3,38,28.1,74,81.4,56.7,26467,31.2,0.16,2015
164,University of Adelaide,48.2,33.8,40.4,61.1,65.3,79.3,20771,30.1,0.26,2015
165,Istanbul Technical University,48.1,30.2,36.9,79.7,51.1,37.3,34550,16,0.05,2015
165,Karlsruhe Institute of Technology,48.1,40.5,34.9,62.9,82.7,60.1,25294,24.6,0.16,2015
165,Pompeu Fabra University,48.1,25.1,28.3,88.3,35.9,63.2,10901,18.3,0.13,2015
165,Tohoku University,48.1,49.7,47.3,49.6,76.8,29.7,17200,5,0.07,2015
169,University of Miami,48,42.7,27.2,73.1,-,56.7,15286,5.7,0.14,2015
170,University of Antwerp,47.9,34.6,33.6,67.7,100,61,12346,30.3,0.16,2015
171,University of Nottingham,47.8,39.9,35.8,62.7,39.6,70.6,30144,15,0.27,2015
171,Université Catholique de Louvain,47.8,37.9,34.9,67.7,46.1,59.7,28856,42,0.19,2015
173,Georgetown University,47.7,51.1,28.2,62.2,80,43.3,15408,8.5,0.14,2015
173,University of Victoria,47.7,21.6,30.6,86.7,31.6,70.1,17581,21.5,0.11,2015
175,University of Auckland,47.5,28.6,33.4,68.4,74.2,87.3,29787,18.9,0.28,2015
175,University of Iowa,47.5,41.9,33.5,71,49.3,31.7,27526,11.6,0.11,2015
177,Syracuse University,47.3,32.4,24.4,87.1,40.6,41.2,19660,15.9,0.15,2015
178,Joseph Fourier University,47.1,38,29.3,73,31.3,57.3,16130,12.1,0.13,2015
178,University of Aberdeen,47.1,28,30.2,74.3,42.1,84.1,12938,15.8,0.33,2015
180,Paris Diderot University – Paris 7,47,25.6,19.7,92.2,29.1,67.4,27756,14.8,0.17,2015
180,University of Delaware,47,29,36.3,73.1,99.3,40.6,19262,15.9,0.10,2015
182,Arizona State University,46.9,35.7,37.5,73.1,32.6,29.5,83236,29.9,0.09,2015
182,Sabancı University,46.9,26,27.1,88.5,42.9,44.6,2739,15.9,0.06,2015
182,University of Vienna,46.9,35.2,39.7,56.3,29.4,91,34651,20.5,0.25,2015
185,Northeastern University,46.8,36.4,21.9,81.3,34,54.7,18539,15.1,0.26,2015
186,University of Oslo,46.7,36.1,35.2,66.3,36.6,60.3,27139,18.8,0.18,2015
186,Yeshiva University,46.7,45.2,23.9,77.8,-,27.6,6753,5.5,0.07,2015
188,Stony Brook University,46.6,32.8,24.4,80.4,31.3,60.5,21908,10.9,0.24,2015
188,Tel Aviv University,46.6,43.5,51.1,45.5,42.6,46.1,23977,24.4,0.04,2015
188,University of Ottawa,46.6,37.9,34.7,62.9,45.9,63.2,36733,26.3,0.15,2015
191,University at Buffalo,46.5,40.1,39.8,57.5,39.6,57,25668,19,0.19,2015
192,City University of Hong Kong,46.3,31,32.9,68.6,49.8,71.3,10015,7.1,0.28,2015
193,Fudan University,46.2,45.6,34,61,49.4,37.4,32175,12.2,0.11,2015
193,Iowa State University,46.2,36.4,30.9,72,54.4,40.6,29991,17.4,0.11,2015
195,University of Bonn,46.1,32.2,22.2,83.8,-,54.8,32474,70.4,0.13,2015
196,Lomonosov Moscow State University,46,55.9,42.1,33.8,78.5,60.4,30822,7.7,0.20,2015
196,"St George’s, University of London",46,23.1,27.3,86.4,32.4,55.8,2958,13.4,0.17,2015
198,University of East Anglia,45.9,25.2,22.6,83.7,29.2,76.5,14992,14.7,0.28,2015
199,University of Leicester,45.7,29.8,31.6,67.1,34.8,83.9,14541,13.4,0.35,2015
200,Florida Institute of Technology,45.6,19.7,13.1,99.2,53.7,63,4408,13.7,0.26,2015
200,George Washington University,45.6,44.6,25.1,70,29.3,39.9,20541,12,0.16,2015
,Bilkent University,-,28,27.7,76,46.4,44.6,,,,2015
,Cardiff University,-,30.5,30.4,69.3,34.8,69.3,23347,13.1,0.23,2015
,Goethe University Frankfurt,-,28.1,22.4,78.8,38.8,55.6,31861,9.3,0.15,2015
,Hebrew University of Jerusalem,-,41.5,36.3,57.2,31.5,53.3,17612,10.7,0.05,2015
,Hong Kong Polytechnic University,-,33.7,36.5,56.5,42.6,69.9,22064,25.9,0.26,2015
,Korea University,-,48.9,44.3,39.9,98.5,35.9,24043,15.8,0.14,2015
,Newcastle University,-,30.3,29.6,70.3,35,73.8,20174,15.2,0.29,2015
,Technion Israel Institute of Technology,-,36.9,37.5,52,36.5,60.6,13855,19.4,0.04,2015
,Ulm University,-,35,22,73,56.7,54.1,9187,11.2,0.10,2015
,University of Barcelona,-,28.4,28.8,79.7,31,47.8,47491,12.2,0.10,2015
,University of Bergen,-,29.5,27.9,68.5,34.2,65.3,11623,11.1,0.12,2015
,University of Dundee,-,24.4,22.5,84.4,47.7,64.5,11628,15.3,0.25,2015
,University of Illinois at Chicago,-,43,34.1,55.1,40.7,53.4,24313,9.2,0.17,2015
,University of Innsbruck,-,23.9,17.1,77,42,93.4,18209,16.9,0.39,2015
,University of Reading,-,32.8,34,58.1,34.9,75,12050,14.8,0.28,2015
,University of Science and Technology of China,-,36.9,27.3,73.6,71.6,26.3,14290,7.9,0.02,2015
,University of Strasbourg,-,28.6,23.4,74,32,69.5,46208,17.8,0.21,2015
,University of São Paulo,-,51.6,51.6,32.3,40.1,25.3,81402,14.6,0.04,2015
,University of Texas at Dallas,-,26,28.2,77.8,41.6,55.4,16306,22.8,0.23,2015
,University of Trieste,-,28.7,16,88.1,33.3,50.7,18135,25.8,0.09,2015
,University of Twente,-,32.3,45.3,49.4,89.2,67.2,6631,12,0.26,2015
,Université Libre de Bruxelles,-,26.7,36.2,64.4,50.7,79.4,23819,26.1,0.32,2015
,Wake Forest University,-,33.3,23.5,81.3,38.2,26,7326,4.6,0.05,2015
,William & Mary,-,36.8,19.9,78.7,30,26.5,7867,11.8,0.07,2015
,Yonsei University,-,44.5,45.8,44.3,69.7,35.7,24774,11.6,0.14,2015
,Autonomous University of Barcelona,-,30.4,29.2,67,34.6,46.4,30538,12.3,0.10,2015
,"Birkbeck, University of London",-,28.3,29.3,60.4,28.7,84.4,9454,17.2,0.38,2015
,Brunel University London,-,22.1,21.4,75.3,31.9,88.8,12613,17.6,0.38,2015
,Carleton University,-,24.3,24.5,76.9,30.7,61.1,25036,29.8,0.18,2015
,Dalhousie University,-,33.6,30,54.4,68.9,71.6,15064,14.4,0.18,2015
,Laval University,-,35.8,29.9,58.1,62.7,55.7,27227,16.2,0.12,2015
,Mines ParisTech,-,39.6,23.2,55.1,99,58.7,1283,5.6,0.22,2015
,Nagoya University,-,37.5,31.8,59.9,86.3,31.8,15529,7.9,0.10,2015
,Rensselaer Polytechnic Institute,-,30.9,26.2,67.8,49.9,42.8,6671,15,0.16,2015
,Simon Fraser University,-,24.6,29.3,67.6,41.8,61.4,26640,28.3,0.19,2015
,State University of New York Albany,-,25.7,35,68.9,-,39.6,15387,18.5,0.08,2015
,Technical University of Berlin,-,42.2,32.3,47,63.4,70.4,,,,2015
,Tokyo Metropolitan University,-,19.6,9.8,100,31,39.5,9303,9.9,0.04,2015
,University College Dublin,-,31.7,28.1,61.7,33.8,79.4,22193,24.5,0.23,2015
,University of Calgary,-,34.4,30.5,59.4,41.5,63.1,28341,16.5,0.17,2015
,University of Gothenburg,-,24.1,38.2,64.4,37,46.8,26420,16.4,0.12,2015
,University of Kiel,-,31.1,24.3,70.8,42,44.2,24444,23.8,0.08,2015
,University of Konstanz,-,30.5,33.4,59.4,52.5,57,10930,59.1,0.12,2015
,University of Milan-Bicocca,-,27.1,23,76.6,45,40.6,33370,72.5,0.05,2015
,University of Technology Sydney,-,27.8,32.5,58.7,40.1,86.9,24519,44.1,0.31,2015
,University of Western Ontario,-,38.3,35.7,47,50.7,63.7,27387,20.7,0.16,2015
,University of Würzburg,-,28.6,17.3,81.4,30,50.2,26576,38.4,0.08,2015
,Vienna University of Technology,-,43.3,32.4,41.7,64.1,75.9,26419,52,0.27,2015
,York University,-,27.5,35.3,62.9,34.1,59.7,48007,39.4,0.09,2015
,Aalto University,-,31.8,31.3,50.2,64.5,59.4,16099,24.2,0.17,2015
,Federico Santa María Technical University,-,13,10.1,99.7,28.1,48.7,11718,34,0.02,2015
,Medical University of Vienna,-,28.6,17,71.1,33.7,73.1,7426,2.9,0.28,2015
,Nanjing University,-,34.6,23.3,59.6,51.7,50.2,29743,13.3,0.10,2015
,National Tsing Hua University,-,39.4,40.3,49.1,49.4,24.8,10221,13.5,0.05,2015
,"National University of Ireland, Galway",-,26.7,24.8,62.8,43.1,71.7,14067,26.8,0.14,2015
,Queen’s University,-,37.3,33.4,48.2,59,55.4,20488,22.1,0.10,2015
,Queen’s University Belfast,-,30.1,25.1,52.2,43.7,88.6,17940,17.9,0.30,2015
,Swedish University of Agricultural Sciences,-,27.9,25.2,59.9,99.8,49.6,3879,4.6,,2015
,Technical University of Darmstadt,-,36.9,33.7,42,88.9,59.6,20300,53.6,0.18,2015
,University of Bremen,-,33.9,27.6,55.7,46.3,53,18590,25.6,0.11,2015
,University of Hawai’i at Mānoa,-,35.1,30.7,51.5,38.3,59.4,,,,2015
,University of Iceland,-,14.9,24.7,74.8,64,59.1,13960,25.9,0.08,2015
,University of Münster,-,30.6,18.1,73,38.2,48.2,39838,46.1,0.08,2015
,University of New Mexico,-,29.6,23.4,73.1,44.5,32.2,,,,2015
,University of Newcastle,-,26.5,29.9,57.5,75.6,70.6,23508,21.9,0.18,2015
,University of Otago,-,27.1,27.7,57.6,31.9,81.5,18600,20.3,0.21,2015
,University of Pavia,-,26.3,19.2,75.6,64.4,43.5,22958,40.6,0.06,2015
,University of Salento,-,32.3,25.6,64.5,38.4,40.3,19959,58.4,0.01,2015
,University of South Florida,-,27.7,37.9,55.1,99.8,41,31424,21.5,0.10,2015
,"University of the Andes, Colombia",-,17.3,12.1,89.8,36.5,54.6,15773,16.9,0.02,2015
,University of the Witwatersrand,-,22.3,21.7,67.3,94.8,66.3,23321,18.6,0.09,2015
,University of Trento,-,26.8,20.3,70.3,46,57.3,16841,43.2,0.08,2015
,University of Turin,-,29.4,20.3,72.5,40.8,39.3,67552,66,0.06,2015
,University of Waterloo,-,30.9,40.4,47,41.7,63.1,30726,24.2,0.14,2015
,Chalmers University of Technology,-,35.7,32.8,40.8,75.8,62.5,8605,11.6,0.15,2015
,Colorado State University,-,27.6,31.3,59.9,38.8,30.4,26769,19,0.05,2015
,Indian Institute of Science,-,32.6,39.5,51.6,37.9,18.2,3318,8.2,0.01,2015
,Lappeenranta University of Technology,-,25.2,25.5,59.9,73.8,59.1,3486,23.9,0.19,2015
,Montpellier University,-,23.7,22.5,67.4,33.6,56.6,36731,18.4,0.14,2015
,National Chiao Tung University,-,35,40.7,40.4,98.2,30.7,12646,16.6,0.05,2015
,Norwegian University of Science and Technology,-,33.5,29.6,49.6,45,54.7,17381,13.9,0.09,2015
,Panjab University,-,23.7,10.5,84.4,28.3,29.2,16691,23.9,0.01,2015
,Plymouth University,-,18.4,18.1,80.5,28.8,51.3,24121,25.9,0.13,2015
,Queensland University of Technology,-,29.9,36,42.9,71.9,69.8,33391,35.8,0.17,2015
,Shanghai Jiao Tong University,-,37.9,37.9,38.9,88.4,23.9,38191,12.8,0.06,2015
,Stellenbosch University,-,30,31.2,45.6,94.7,47.8,21849,23,0.08,2015
,Tilburg University,-,33,45.1,34.9,55.1,62.2,7576,22.4,0.10,2015
,Tokyo Medical and Dental University (TMDU),-,42.7,22.9,51.1,56.9,21.8,2872,3.3,0.07,2015
,University College Cork,-,26.7,22.2,56.9,45.9,70.8,15805,22.3,0.15,2015
,University of Bologna,-,31,23.2,64.5,34.9,43.1,85532,22.9,0.07,2015
,University of Cincinnati,-,32,22.4,67.8,35.6,26,36108,15.7,0.06,2015
,University of Erlangen-Nuremberg,-,28.4,15.3,68.7,46.8,49,36146,53.9,0.09,2015
,University of Fribourg,-,29.2,19.7,58.6,48.2,84.4,10416,46.9,0.19,2015
,University of Georgia,-,39.7,28.9,46.6,31.1,35.3,33119,19.9,0.07,2015
,University of Macau,-,17.1,20.3,68.1,33.6,73.3,8521,14.9,0.31,2015
,University of Milan,-,25.3,22.9,66.9,40.1,37.4,58618,24.3,0.05,2015
,University of Nebraska-Lincoln,-,31,24.4,57.5,35,47.8,21789,16.4,0.09,2015
,University of South Australia,-,25.7,24,52.7,83.9,80.8,18971,26.2,0.32,2015
,University of South Carolina,-,34.5,27.5,55.1,31.8,37.3,29336,16.3,0.01,2015
,University of Wollongong,-,25.2,27.8,55.1,44.7,80.4,16489,25.4,0.24,2015
